Date,Close,High,Low,Open,Volume,Daily_Return,Daily_Range,Cumulative_Return,SMA_20,SMA_50
2020-02-06,12137.9501953125,12160.599609375,12084.650390625,12120.0,565100,0.40366612301674376,75.94921875,0.9927453396900501,12157.32744140625,
2020-02-07,12098.349609375,12154.7001953125,12073.9501953125,12151.150390625,473500,-0.32625431230384194,80.75,0.9895064652091159,12149.404931640625,
2020-02-10,12031.5,12103.5498046875,11990.75,12102.349609375,524700,-0.5525514763038308,112.7998046875,0.9840389326274811,12134.50244140625,
2020-02-11,12107.900390625,12172.2998046875,12099.0,12108.400390625,480000,0.6350030388978967,73.2998046875,0.9902876097536041,12121.782470703125,
2020-02-12,12201.2001953125,12231.75,12144.2998046875,12151.0,411700,0.7705696419483266,87.4501953125,0.9979184654423411,12114.677490234375,
2020-02-13,12174.650390625,12225.650390625,12139.7998046875,12219.5498046875,501200,-0.21759994314084485,85.8505859375,0.9957469954289465,12105.635009765625,
2020-02-14,12113.4501953125,12246.7001953125,12091.2001953125,12190.150390625,622800,-0.5026854435148831,155.5,0.9907415202286884,12093.6900390625,
2020-02-17,12045.7998046875,12159.599609375,12037.0,12131.7998046875,0,-0.558473346026378,122.599609375,0.9852084929101946,12084.7525390625,
2020-02-18,11992.5,12030.75,11908.0498046875,12028.25,676900,-0.44247626186481037,122.7001953125,0.980849179199191,12075.88505859375,
2020-02-19,12125.900390625,12134.7001953125,12042.099609375,12090.599609375,513600,1.112365150093808,92.6005859375,0.991759803643584,12076.83505859375,
2020-02-20,12080.849609375,12152.0,12071.4501953125,12119.0,502600,-0.3715252459506435,80.5498046875,0.9880751655938576,12071.86005859375,
2020-02-24,11829.400390625,12012.5498046875,11813.400390625,12012.5498046875,490800,-2.081386879900149,199.1494140625,0.9675094987336353,12050.917578125,
2020-02-25,11797.900390625,11883.0498046875,11779.900390625,11877.5,461000,-0.2662856861702312,103.1494140625,0.9649331594261703,12034.86259765625,
2020-02-26,11678.5,11783.25,11639.599609375,11738.5498046875,567600,-1.0120477938589723,143.650390625,0.955167574673984,12015.997607421876,
2020-02-27,11633.2998046875,11663.849609375,11536.7001953125,11661.25,608600,-0.3870376787472707,127.1494140625,0.9514707162648193,11991.18759765625,
2020-02-28,11201.75,11384.7998046875,11175.0498046875,11382.0,809900,-3.709607866493836,209.75,0.9161748837268743,11949.485107421875,
2020-03-02,11132.75,11433.0,11036.25,11387.349609375,680800,-0.6159751824491688,396.75,0.9105314738152842,11908.017626953126,
2020-03-03,11303.2998046875,11342.25,11152.5498046875,11217.5498046875,696500,1.5319647408546855,189.7001953125,0.9244804949485189,11887.78759765625,
2020-03-04,11251.0,11356.599609375,11082.150390625,11351.349609375,797700,-0.46269501465237006,274.44921875,0.9202029697869586,11851.355078125,
2020-03-05,11269.0,11389.5,11244.599609375,11306.0498046875,1352500,0.15998577904186018,144.900390625,0.9216751636769386,11810.34755859375,
2020-03-06,10989.4501953125,11035.099609375,10827.400390625,10942.650390625,1811000,-2.4806975302821943,207.69921875,0.8988111906543804,11752.92255859375,
2020-03-09,10451.4501953125,10751.5498046875,10294.4501953125,10742.0498046875,1565500,-4.895604333595161,457.099609375,0.8548089510538663,11670.577587890624,
2020-03-11,10458.400390625,10545.099609375,10334.0,10334.2998046875,1218500,0.06649981756232659,211.099609375,0.8553773974468236,11591.922607421875,
2020-03-12,9590.150390625,10040.75,9508.0,10039.9501953125,1343500,-8.301938801064711,532.75,0.7843644893926482,11466.035107421874,
2020-03-13,9955.2001953125,10159.400390625,8555.150390625,9107.599609375,1388000,3.8065076126893693,1604.25,0.8142213833926115,11353.735107421875,
2020-03-16,9197.400390625,9602.2001953125,9165.099609375,9587.7998046875,897700,-7.612100106679087,437.1005859375,0.7522420365987786,11204.872607421876,11767.4300390625
